topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,Patent_ID
0.740808442492828,0.0089376399140125,0.0089376399139903,0.008937639913988,0.0089376399139882,0.0089376399139906,0.00893763991399,0.0089376399139884,0.0089376399147623,0.0089376399141734,0.008937639913988,0.008937639913988,0.0089376399141347,0.0089376399139897,0.0089376399139881,0.0089376399140025,0.008937639913988,0.0089376399139925,0.0089376399141113,0.0089376399140305,0.008937639913988,0.0089376399139931,0.008937639913988,0.0089376399139941,0.008937639913988,0.0089376399139884,0.0089376399141129,0.0089376399140407,0.0089376399139927,0.008937639913988,DE10120281C1
0.0057553327199813,0.0057553327199541,0.5535950802152884,0.0057553327199822,0.0057553327199418,0.0057553327199387,0.0057553327199395,0.0057553327199362,0.1040036703627817,0.0057553327204855,0.0057553327201043,0.0057553327199598,0.0057553327199389,0.0057553327199518,0.0057553327328242,0.00575533271994,0.0057553327199362,0.0057553327202324,0.0057553327200148,0.0057553327199566,0.0057553327199662,0.0057553327199919,0.0057553327199362,0.1870072659692401,0.0057553327199362,0.0057553327199879,0.0057553327199393,0.005755332720034,0.0057553327199384,0.00575533271994,CN2325571Y
0.0076929874997245,0.6407835951200568,0.0076929874997228,0.0076929874997259,0.0076929874997275,0.0076929874997274,0.0076929875003797,0.0076929875070685,0.0076929875038677,0.0076929874997683,0.0076929874997373,0.0076929875001002,0.0076929875006899,0.0076929875002285,0.0076929874997476,0.0076929874999423,0.0076929874997387,0.0076929874997933,0.0076929874997424,0.0076929875023672,0.0076929874997223,0.007692987499759,0.0076929874997245,0.143812754866237,0.0076929874997215,0.0076929875027717,0.0076929875001695,0.0076929874997214,0.0076929874997214,0.0076929875005935,CN1233750A
0.3556388493064926,0.0070674940581738,0.0070674940490836,0.0070674940490922,0.0070674940490836,0.0070674940501098,0.0070674940555641,0.0070674940490836,0.0070674940729492,0.0070674940490845,0.0070674940490836,0.0070674940856556,0.0070674940490843,0.0070674940493356,0.0070674941127529,0.0070674940491667,0.00706749405077,0.199263992099288,0.0070674941188212,0.0070674940490837,0.0070674940490883,0.0070674940516299,0.0070674940564148,0.2542748190399053,0.0070674940496098,0.0070674940490836,0.0070674940552241,0.0070674940490998,0.0070674940490922,0.0070674940490922,CN200710179544.9
0.0071252227301634,0.0071252227301819,0.0071252227340053,0.0071252227301704,0.0071252227303517,0.0071252227301635,0.0071252227302863,0.0071252227301634,0.0071252227301663,0.0071252227301662,0.0071252227301634,0.0071252227301668,0.0071252227301634,0.0071252227301635,0.3915889312206428,0.0071252227301634,0.0071252227301729,0.0071252227302181,0.00712522273017,0.0071252227301634,0.0071252227301681,0.0071252227301656,0.0071252227301634,0.4089048323301709,0.0071252227301642,0.0071252227301646,0.0071252227304221,0.0071252227301635,0.0071252227302465,0.0071252227301634,CN1206601C
0.0073390815636491,0.6088866467414478,0.0073390815638628,0.0073390815644645,0.0073390815636489,0.0073390815636824,0.0073390815636532,0.0073390815636488,0.0073390815636725,0.0073390815637295,0.0073390815636538,0.0073390815636937,0.0073390815636488,0.0073390815636488,0.007339081563834,0.0073390815636497,0.0073390815636504,0.0073390815636579,0.0073390815637312,0.0073390815636488,0.0073390815636503,0.0073390815636496,0.007339081563649,0.1856190694706898,0.0073390815636488,0.0073390815658393,0.0073390815636579,0.0073390815640741,0.007339081565213,0.0073390815636501,CN200710202904.2
0.006291349621081,0.0871676237062842,0.0062913496210806,0.0062913496210806,0.0062913496210806,0.0062913496210816,0.0062913496210878,0.0062913496210806,0.0062913496210807,0.0062913496210807,0.0062913496210892,0.0062913496210806,0.0062913496210806,0.0062913496210888,0.0062913496263235,0.0062913496210812,0.006291349621086,0.0062913496210807,0.0062913496210807,0.0062913496210807,0.3675288499534861,0.0062913496210823,0.0062913496211192,0.3754370865657225,0.006291349621082,0.0062913496210811,0.0062913496210888,0.0062913496210836,0.0062913496210806,0.0062913496210821,CN1878036
0.0062994060953744,0.0062994060970863,0.0062994060969319,0.0062994060954217,0.0062994060962067,0.0062994060954763,0.0062994060993126,0.0062994060953718,0.0062994060953728,0.5023921629266125,0.0062994060953715,0.0062994060962286,0.0062994060953718,0.0062994060953961,0.0062994061109062,0.0062994060953716,0.0062994060953715,0.0062994060955084,0.006299406096007,0.0062994060985487,0.0062994060953738,0.0062994060965696,0.0062994060953909,0.3212244663722659,0.0062994060953715,0.0062994060958861,0.0062994060957777,0.0062994060953716,0.0062994060953716,0.0062994060953715,KR100274653B1
0.0068568865373337,0.0068568865373408,0.0068568865373337,0.0068568865373346,0.0068568865373337,0.006856886537336,0.0068568865373361,0.0068568865373345,0.006856886537345,0.0068568865373337,0.0068568865373355,0.0068568865381865,0.0068568865373337,0.0068568865373338,0.0068568865374569,0.0068568865373337,0.6332758964869833,0.0491777204584934,0.0068568865373644,0.006856886537347,0.0068568865401411,0.0068568865373356,0.0068568865373933,0.1324104465425261,0.0068568865373767,0.0068568865373352,0.0068568865373589,0.006856886537334,0.0068568865373338,0.0068568865373338,WO2004090663A2
0.0089708834222381,0.008970883422202,0.0089708834222072,0.0089708834222021,0.008970883422202,0.0089708834222151,0.008970883422202,0.0089708834222578,0.7398443807554357,0.008970883422202,0.0089708834222326,0.0089708834222049,0.0089708834222094,0.0089708834222051,0.0089708834222035,0.0089708834222269,0.008970883422202,0.0089708834222021,0.008970883422202,0.008970883422222,0.0089708834222072,0.008970883422202,0.008970883422202,0.0089708834226446,0.008970883422202,0.0089708834222298,0.0089708834222054,0.008970883422202,0.0089708834222023,0.0089708834222266,FR2811158A1
0.0524410918581587,0.0066183776286926,0.0066183776278765,0.0066183776287619,0.0237356127947355,0.0066183776278796,0.0066183776278787,0.0066183776278765,0.2905477468939152,0.0066183776280661,0.0066183776278767,0.0066183776279065,0.0066183776278772,0.0066183776278813,0.0066183776278806,0.0066183776330256,0.0066183776278808,0.0209512725959751,0.0066183776278827,0.0066183776278771,0.0066183776278765,0.0237419335924799,0.0066183776278765,0.2721677462528586,0.0066183776278787,0.0066183776278765,0.0507230172125712,0.0066183776278768,0.1200872709789182,0.0066183776278808,US6711154B1
0.0066537043156533,0.0066537043157008,0.0066537043156527,0.0066537043157578,0.0066537043156484,0.0066537043156481,0.0066537043156487,0.0066537043156481,0.4407552633769296,0.0066537043159997,0.0066537043176006,0.0066537043156504,0.0066537043156481,0.0066537043158001,0.006653704315651,0.0066537043156496,0.0066537043156484,0.0066537043182356,0.0066537043165055,0.0066537043156623,0.0066537043160056,0.0066537043156501,0.0066537043156485,0.3729410157780581,0.0066537043156481,0.0066537043156627,0.0066537043156708,0.0066537043160169,0.0066537043156481,0.0066537043156514,KR20050118569A
0.0065669578728833,0.0065669578728869,0.0065669578728834,0.0065669578728833,0.0065669578728839,0.0065669578729043,0.0065669578730059,0.0065669578728984,0.0065669578729077,0.0065669578728921,0.0065669578729269,0.0065669578728909,0.0065669578728841,0.0065669578728864,0.0065669578728865,0.0065669578729154,0.0065669578728866,0.0065669578728841,0.0065669578728845,0.0065669578728842,0.0065669578728861,0.0065669578728834,0.006566957872902,0.0065669578759652,0.0065669578728889,0.0065669578730449,0.0065669578728854,0.0065669578728834,0.8095582216827917,0.0065669578729086,CN1316305A
0.0074892639090808,0.0074892639090807,0.0074892639091246,0.0074892639093513,0.0074892639090807,0.5258491472197796,0.007489263909087,0.0074892639090807,0.0074892639090808,0.0074892639090818,0.0074892639126083,0.007489263911075,0.0074892639090807,0.0074892639090814,0.0074892639090999,0.0074892639090819,0.007489263909087,0.0074892639090945,0.0074892639090812,0.0074892639090809,0.007489263909081,0.0074892639090807,0.007489263909081,0.2644514633200545,0.0074892639090807,0.0074892639090817,0.0074892639090964,0.0074892639090807,0.0074892639090822,0.0074892639090812,US7628066B2
0.0058706122395928,0.0058706122401309,0.0058706122408531,0.0058706122395542,0.0058706122395515,0.0058706122407874,0.0058706122396987,0.0058706122395566,0.0058706122397627,0.0058706122401475,0.0058706122398227,0.0058706122441251,0.0058706122396323,0.0058706122395628,0.0058706122413851,0.0058706122396631,0.0058706122395529,0.0058706122395564,0.0058706122396513,0.0058706122395794,0.0058706122402382,0.7273630440894528,0.0058706122395526,0.1082598131876935,0.0058706122395515,0.0058706122425802,0.0058706122396004,0.0058706122399802,0.0058706122396092,0.0058706122395733,CN200410016862.X
0.0066799380107964,0.006679938010732,0.0066799380107218,0.4961774902820455,0.0066799380107201,0.0066799380108721,0.0066799380108157,0.0066799380107231,0.0066799380107285,0.0066799380107207,0.0066799380107468,0.0066799380107444,0.0066799380107205,0.006679938010729,0.0066799380110256,0.0066799380107205,0.0066799380107206,0.0066799380113206,0.0066799380107391,0.0066799380107446,0.0066799380107201,0.0066799380107845,0.0066799380107201,0.3167842454160631,0.0066799380107201,0.0066799380109759,0.0066799380107493,0.0066799380107213,0.0066799380107232,0.006679938010733,US5513029
0.008039623391589,0.0080396233915916,0.008039623391589,0.008039623391589,0.0080396233915948,0.008039623391589,0.008039623391589,0.0080396233915893,0.0080396233915975,0.0080396233915966,0.008039623391589,0.0080396233915928,0.008039623391589,0.008039623391589,0.0080396233915942,0.008039623391589,0.0080396233915932,0.008039623391589,0.008039623391589,0.008039623391589,0.7668509216351856,0.008039623391589,0.0080396233915891,0.0080396234002611,0.008039623391589,0.0080396233915906,0.0080396233915907,0.0080396233915959,0.008039623391589,0.0080396233916009,CN1648524A
